,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Seating_Capacity,Seats_Material,Type,Audiosystem,Bluetooth,Boot_Space,Central_Locking,Child_Safety_Locks,Distance_to_Empty,Handbrake,Ventilation_System,Engine_Immobilizer,ABS_(Anti-lock_Braking_System),Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Parking_Assistance,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Kerb_Weight
1022,Volkswagen,Passat,2.0 Tdi Highline,3321500,1968.0,4,BS IV,Injection,66.0,Diesel,1456.0,4767.0,1832.0,Sedan,17.42,7,165.0,Electric Power,All Windows,No,Remote,177.48,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,586.0,Yes,Yes,Yes,Manual,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,1550
1023,Volkswagen,Passat,2.0 Tdi Comfortline Connect,2599000,1968.0,4,BS IV,Injection,55.0,Diesel,1456.0,4767.0,1832.0,Sedan,17.42,7,165.0,Electric Power,All Windows,No,Remote,177.48,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,586.0,Yes,Yes,Yes,Manual,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,1535
1024,Volkswagen,Passat,2.0 Tdi Highline Connect,2899000,1968.0,4,BS IV,Injection,66.0,Diesel,1456.0,4767.0,1832.0,Sedan,17.42,7,165.0,Electric Power,All Windows,No,Remote,177.48,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,586.0,Yes,Yes,Yes,Manual,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,1550
1025,Maruti Suzuki,Mercedes-Benz A-Class,180,2785288,1595.0,4,BS IV,Injection,50.0,Petrol,1433.0,4292.0,1780.0,Hatchback,15.5,7,160.0,Electric Power,All Windows,Yes,Smart Key,120.292,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,341.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1395
1026,Maruti Suzuki,Mercedes-Benz A-Class,200D,2886871,2143.0,4,BS IV,Injection,50.0,Diesel,1433.0,4292.0,2022.0,Hatchback,15.5,7,160.0,Electric Power,All Windows,Yes,Smart Key,134.096,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,341.0,Yes,No,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1515
1027,Volvo,V40 Cross Country,D3,3283000,1984.0,5,BS IV,Injection,60.0,Diesel,1458.0,4370.0,1783.0,Hatchback,16.8,6,132.0,Electric Power,All Windows,Yes,Smart Key,147.9,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,324.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,1607
1028,Volvo,V40 Cross Country,T4,2962000,1596.0,4,BS IV,Injection,50.0,Petrol,1470.0,4370.0,1857.0,Hatchback,16.0,6,132.0,Electric Power,All Windows,Yes,Smart Key,177.48,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,324.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electric Adjustment,1587
1029,Mini,Countryman,Cooper S,3490000,1998.0,4,BS IV,Injection,47.0,Petrol,1557.0,4299.0,1822.0,Hatchback,14.41,8,165.0,Electric Power,All Windows,Yes,No,189.312,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,350.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Manual Adjustment,990.467868338558
1030,Mini,Countryman,Cooper Sd,3740000,1998.0,4,BS IV,Injection,47.0,Diesel,1557.0,4299.0,1822.0,Hatchback,19.19,8,165.0,Electric Power,All Windows,Yes,Smart Key,187.34,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,350.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,"Front sensors, Rear sensors",Yes,Electric Adjustment with Memory,990.467868338558
1031,Mini,Countryman,Cooper S Jcw Inspired,4140000,1998.0,4,BS IV,Injection,47.0,Petrol,1557.0,4299.0,1822.0,Hatchback,14.41,8,165.0,Electric Power,All Windows,Yes,Smart Key,189.312,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,350.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,990.467868338558
1032,Mini,Countryman,Black Edition,4240000,1998.0,4,BS IV,Injection,47.0,Petrol,1557.0,4299.0,1822.0,Hatchback,14.41,8,165.0,Electric Power,All Windows,Yes,Smart Key,189.312,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,350.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,990.467868338558
1033,Maruti Suzuki,Mercedes-Benz C-Class,C 220D Prime,4020000,1950.0,4,BS VI,Injection,66.0,Diesel,1442.0,4686.0,1810.0,Sedan,12.06,9,157.0,Electric Power,All Windows,Yes,Smart Key,192.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,480.0,Yes,No,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1655
1034,Maruti Suzuki,Mercedes-Benz C-Class,C 220D Progressive,4670000,1950.0,4,BS VI,Injection,66.0,Diesel,1442.0,4686.0,1810.0,Sedan,12.06,9,157.0,Electric Power,All Windows,Yes,Smart Key,192.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,480.0,Yes,No,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1655
1035,Maruti Suzuki,Mercedes-Benz C-Class,C 300D Amg Line,4974750,1950.0,4,BS VI,Injection,66.0,Diesel,1442.0,4686.0,1810.0,Sedan,16.05,9,157.0,Electric Power,All Windows,Yes,Smart Key,241.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,480.0,Yes,No,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1655
1036,Maruti Suzuki,Mercedes-Benz C-Class,C 43 Amg,7500000,3982.0,8,BS VI,Injection,66.0,Petrol,1426.0,4756.0,1839.0,Coupe,1449.0,7,112.0,Electric Power,All Windows,Yes,Smart Key,503.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,435.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1730
1037,Maruti Suzuki,Mercedes-Benz C-Class,C 200 Prime,4090000,1497.0,4,BS VI,Injection,66.0,Petrol,1442.0,4686.0,1810.0,Sedan,12.06,9,157.0,Electric Power,All Windows,Yes,Smart Key,181.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,480.0,Yes,No,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1655
1038,Maruti Suzuki,Mercedes-Benz C-Class,C 200 Progressive,4654000,1497.0,4,BS VI,Injection,66.0,Petrol,1442.0,4686.0,1810.0,Sedan,12.06,9,157.0,Electric Power,All Windows,Yes,Smart Key,181.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,480.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1655
1039,Toyota,Prius,Z8,4509000,1798.0,4,BS IV,Injection,43.0,Hybrid,1490.0,4540.0,1760.0,Sedan,23.9,5,165.0,Electro-Hydraulic,All Windows,Yes,Smart Key,96.628,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,990.467868338558
1040,Lexus,Es,300H,5695000,2487.0,4,BS IV,Injection,49.30086207,Hybrid,1445.0,4975.0,1865.0,Sedan,17.8,5,165.0,Electric Power,All Windows,Power seats,Yes,176.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,No,Yes,Automatic,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Manual Adjustment,1670
1041,Lexus,Nx 300H,F-Sport,6060000,2494.0,6,BS IV,Injection,56.0,Petrol,1645.0,4.64,1.845,SUV,18.3,5,165.0,Electric Power,All Windows,Power seats,Smart Key,191.284,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,475.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,1905
1042,Lexus,Nx 300H,Luxury,5990000,2494.0,6,BS IV,Injection,56.0,Petrol,1645.0,4640.0,1845.0,SUV,18.3,5,165.0,Electric Power,All Windows,Power seats,Smart Key,191.284,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,475.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,1785
1043,Jaguar,F-Pace,Prestige,6463780,1999.0,4,BS IV,Injection,60.0,Diesel,1651.0,4731.0,2175.0,SUV,16.38,5,213.0,Electric Power,All Windows,Yes,Smart Key,177.48,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,650.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,1830
1044,Jaguar,F-Pace,Prestige Petrol,6422809,1997.0,4,BS IV,Injection,60.0,Petrol,1651.0,4731.0,2175.0,SUV,21.27,5,213.0,Electric Power,All Windows,Yes,Smart Key,247.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,650.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,1830
1045,Volvo,V90 Cross Country,D5 Inscription,6531000,1969.0,4,BS IV,Injection,60.0,Diesel,1543.0,4950.0,2052.0,SUV,17.2,8,210.0,Electro-Hydraulic,All Windows,Power seats,Remote,231.71,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,530.0,Yes,Yes,Yes,Manual,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,2962
1046,Audi,A5 Cabriolet,2.0 Tdi,6948200,1968.0,4,BS IV,Injection,58.0,Diesel,1386.0,4733.0,1843.0,Convertible,17.2,7,165.0,Yes,All Windows,Power seats,Smart Key,187.34,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,480.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Semi Automatic Adjustment,1875
1047,Maruti Suzuki,Mercedes-Benz Gle,300D 4Matic,7370000,1950.0,4,BS VI,Injection,93.0,Diesel,1772.0,4924.0,2157.0,SUV,19.90211704,9,165.0,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,241.57,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,825.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
1048,Maruti Suzuki,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,12500000,2925.0,6,BS VI,Injection,93.0,Diesel,1772.0,4924.0,2157.0,SUV,19.90211704,9,165.0,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,325.38,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,825.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,2150
1049,Maruti Suzuki,Mercedes-Benz Cls,300D,8470000,1950.0,4,BS VI,Injection,49.30086207,Diesel,1435.0,4988.0,1890.0,Sedan,19.90211704,9,165.0,Electric Power,All Windows,"Yes, with memory","Remote, Smart Key",245.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Manual Adjustment,990.467868338558
1050,Bmw,X7,Xdrive 40I,10490000,2998.0,6,BS VI,Injection,80.0,Petrol,1805.0,5151.0,2000.0,SUV,13.38,8,165.0,Yes,All Windows,No,Yes,335.0,7,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,326.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,990.467868338558
1051,Bmw,X7,Xdrive30D Dpe Signature,10250000,2993.0,6,BS VI,Injection,80.0,Diesel,1805.0,5151.0,2000.0,SUV,13.38,8,165.0,Yes,All Windows,"Yes, with memory",Yes,262.0,7,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,326.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
1052,Bmw,M4,Coupe,13590000,2979.0,6,BS IV,Injection,60.0,Petrol,1383.0,4671.0,1870.0,Coupe,10.75,7,121.0,Electric Power,All Windows,Yes,Smart Key,424.996,4,Leather,Automatic,DVD Player with USB & Aux-in,Yes,368.0,Yes,No,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1612
1053,Porsche,911,Carrera S,17420000,2981.0,6,BS VI,Injection,64.0,Petrol,1300.0,4519.0,1852.0,Coupe,8.9,8,165.0,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,450.0,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,132.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1515
1054,Porsche,911,Carrera S Cabriolet,18844000,2981.0,6,BS VI,Injection,64.0,Petrol,1299.0,4519.0,1852.0,Convertible,9.1,8,165.0,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,450.0,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,132.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1585
1055,Nissan,Gtr,3.8 V6,21240272,3799.0,6,BS IV,Injection,74.0,Petrol,1370.0,4710.0,1895.0,Coupe,9.0,6,110.0,Yes,All Windows,Yes,Smart Key,562.02,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,249.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1752
1056,Aston Martin,Vantage,Coupe,29500000,3982.0,8,BS IV,Injection,73.0,Petrol,1273.0,4465.0,2153.0,Coupe,8.0,8,122.0,Electric Power,Only Front Windows,Yes,No,505.0,2,Leather,Automatic,CD Player with USB & Aux-in,Yes,390.3198637,No,No,No,Automatic,"Fully automatic climate control, 2 Zone Climate Control",Yes,No,Yes,No,Yes,"Rear sensors, Rear sensors with camera",No,Manual Adjustment,1530
1057,Aston Martin,Rapide,Luxe,38845823,5935.0,12,BS IV,Injection,90.5,Petrol,1360.0,5019.0,1929.0,Sedan,12.9,8,108.0,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,552.16,4,Leather,Automatic,DVD Player with USB & Aux-in,Yes,300.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1990
1058,Ferrari,812 Superfast,Superfast,52000000,6496.0,12,BS IV,Injection,92.0,Petrol,1276.0,4657.0,1971.0,Coupe,14.9,7,165.0,Electro-Hydraulic,All Windows,Yes,Smart Key,789.0,2,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,No,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1630
1059,Maruti Suzuki,Alto 800 Tour,H1,354235,796.0,3,BS IV,Injection,35.0,Petrol,1475.0,3430.0,1490.0,Hatchback,23.7,5,160.0,Electric Power,Only Front Windows,No,No,48.0,5,Fabric,Manual,No,No,177.0,No,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,No,Manual Adjustment,720
1060,Maruti Suzuki,Alto 800 Tour,H1 (O),356559,796.0,3,BS IV,Injection,35.0,Petrol,1475.0,3395.0,1490.0,Hatchback,24.7,5,160.0,Yes,Only Front Windows,No,No,48.0,5,Fabric,Manual,No,No,177.0,No,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,No,Manual Adjustment,720
1061,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,675090,1186.0,3,BS VI,Injection,37.0,Diesel,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,All Windows,No,No,73.95,5,Fabric,Manual,USB & Aux-in,Yes,256.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,990.467868338558
1062,Hyundai,Grand I10 Nios,Era 1.2 Vtvt,504990,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,Only Front Windows,No,No,81.838,5,Fabric,Manual,No,No,256.0,No,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,No,Yes,No,Rear sensors,No,Manual Adjustment,935
1063,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,589610,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,All Windows,No,No,81.838,5,Fabric,Manual,USB & Aux-in,Yes,256.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,935
1064,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,642610,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,All Windows,No,No,81.838,5,Fabric,Automatic,USB & Aux-in,Yes,256.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,935
1065,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,643350,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,All Windows,No,No,81.838,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,256.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,935
1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,703350,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,All Windows,No,No,81.838,5,Fabric,Automatic,CD Player with USB & Aux-in,Yes,256.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,935
1067,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,673350,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,All Windows,No,No,81.838,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,256.0,Yes,Yes,Yes,Manual,Fully automatic climate control,No,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,935
1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,718950,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,All Windows,No,Smart Key,81.838,5,Leather,Manual,CD Player with USB & Aux-in,Yes,256.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,935
1069,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,790350,1186.0,3,BS VI,Injection,37.0,Diesel,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,All Windows,No,No,73.95,5,Fabric,Automatic,CD Player with USB & Aux-in,Yes,256.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,990.467868338558
1070,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,804450,1186.0,3,BS VI,Injection,37.0,Diesel,1520.0,3805.0,1680.0,Hatchback,20.7,5,165.0,Electric Power,All Windows,No,Smart Key,73.95,5,Leather,Manual,CD Player with USB & Aux-in,Yes,256.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,990.467868338558
1071,Hyundai,Xcent,S 1.2,643769,1197.0,4,BS IV,Injection,43.0,Petrol,1520.0,3995.0,1660.0,Sedan,20.14,5,165.0,Electric Power,All Windows,No,Remote,81.838,5,Fabric,Manual,USB & Aux-in,Yes,407.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,990.467868338558
1072,Hyundai,Xcent,S At 1.2,733734,1197.0,4,BS IV,Injection,43.0,Petrol,1520.0,3995.0,1660.0,Sedan,17.36,4,165.0,Electric Power,All Windows,No,Yes,80.852,5,Fabric,Automatic,USB & Aux-in,Yes,407.0,No,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,990.467868338558
1073,Hyundai,Xcent,Sx 1.2,705546,1197.0,4,BS IV,Injection,43.0,Petrol,1520.0,3995.0,1660.0,Sedan,20.14,5,165.0,Electric Power,All Windows,No,Remote,80.852,5,Fabric,Manual,USB & Aux-in,Yes,407.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1100
1074,Hyundai,Xcent,Sx 1.2 (O),782346,1197.0,4,BS IV,Injection,43.0,Petrol,1520.0,3995.0,1660.0,Sedan,19.90211704,5,165.0,Electric Power,All Windows,No,Smart Key,80.852,5,Fabric,Manual,USB & Aux-in,Yes,407.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1100
1075,Hyundai,Xcent,S 1.2 Crdi,742033,1120.0,3,BS IV,Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,19.90211704,5,165.0,Electric Power,All Windows,No,Remote,70.992,5,Fabric,Manual,USB & Aux-in,Yes,407.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,1100
1076,Hyundai,Xcent,E,581078,1197.0,4,BS IV,Injection,43.0,Petrol,1520.0,3995.0,1660.0,Sedan,19.90211704,5,165.0,Electric Power,Only Front Windows,No,No,81.838,5,Fabric,Manual,No,No,407.0,No,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1100
1077,Hyundai,Xcent,Sx 1.2 Crdi,798558,1120.0,3,BS IV,Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,25.4,5,165.0,Electric Power,All Windows,No,Remote,73.95,5,Fabric,Manual,USB & Aux-in,Yes,407.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1100
1078,Hyundai,Xcent,Sx 1.2 Crdi (O),875358,1120.0,3,BS IV,Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,25.4,5,165.0,Electric Power,All Windows,No,Smart Key,70.992,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,407.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1100
1079,Hyundai,Xcent,E Crdi,673261,1197.0,4,BS IV,Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,19.90211704,5,165.0,Electric Power,Only Front Windows,No,No,73.95,5,Fabric,Manual,No,No,407.0,No,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1100
1080,Nissan,Micra,Xl (O) Cvt,662880,1198.0,3,BS IV,Injection,41.0,Petrol,1530.0,3825.0,1665.0,Hatchback,19.34,5,154.0,Electric Power,All Windows,No,Remote,75.922,5,Fabric,Automatic,CD Player with USB & Aux-in,Yes,251.0,Yes,No,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,930
1081,Nissan,Micra,Xv Cvt,781686,1198.0,3,BS IV,Injection,41.0,Petrol,1530.0,3825.0,1665.0,Hatchback,19.34,5,154.0,Electric Power,All Windows,No,Remote,75.922,5,Fabric,Automatic,CD Player with USB & Aux-in,Yes,251.0,Yes,No,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Manual Adjustment,990.467868338558
1082,Nissan,Micra,Xld (O),743504,1461.0,4,BS IV,Injection,41.0,Diesel,1525.0,3825.0,1665.0,Hatchback,23.08,5,150.0,Electric Power,All Windows,No,Remote,63.104,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,251.0,Yes,No,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,Yes,Manual Adjustment,990.467868338558
1083,Nissan,Micra,Xvd,812964,1461.0,4,BS IV,Injection,41.0,Diesel,1525.0,3825.0,1665.0,Hatchback,23.08,5,150.0,Electric Power,All Windows,No,Remote,63.104,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,251.0,Yes,No,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,Yes,Manual Adjustment,1001
